Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Admission_grade,Curricular_units_2nd_sem_evaluations,Age_at_enrollment,Previous_qualification_grade,Curricular_units_1st_sem_evaluations,Tuition_fees_up_to_date,Status
4,13.0,5,12.4,123.0,8,20,138.0,7,No,Enrolled
6,12.666666666666666,6,12.833333333333334,130.3,8,20,131.0,6,Yes,Graduate
2,10.0,1,13.0,153.7,7,19,160.0,7,Yes,Enrolled
3,11.666666666666666,5,12.0,142.5,7,37,110.0,7,No,Dropout
1,13.0,2,12.0,114.6,12,19,124.0,13,Yes,Dropout
0,0.0,0,0.0,108.5,7,36,120.0,18,Yes,Dropout
0,0.0,0,0.0,140.0,0,29,133.1,0,Yes,Dropout
5,11.6,6,11.375,120.0,10,30,133.1,10,Yes,Graduate
0,0.0,2,12.0,120.0,7,32,133.1,15,Yes,Dropout
6,11.666666666666666,6,11.833333333333334,127.6,6,26,123.0,6,Yes,Enrolled
2,10.5,1,12.0,140.0,23,37,140.0,17,Yes,Dropout
2,11.0,3,12.0,111.3,7,27,138.7,7,Yes,Dropout
5,11.833333333333334,6,12.714285714285714,131.0,8,18,131.0,7,Yes,Graduate
8,15.3,8,15.3,139.5,8,18,149.0,8,Yes,Graduate
0,0.0,2,11.5,110.0,9,32,133.1,12,No,Dropout
3,12.6,1,13.0,130.0,8,20,130.0,12,Yes,Enrolled
0,0.0,0,0.0,115.0,10,22,120.0,12,Yes,Dropout
0,0.0,0,0.0,154.3,0,32,133.1,0,Yes,Dropout
5,12.0,4,11.0,135.0,8,21,143.0,8,Yes,Enrolled
5,13.125,3,12.666666666666666,115.2,10,19,126.0,7,No,Dropout
6,14.0,6,13.5,130.6,6,18,125.0,6,Yes,Graduate
5,11.4,5,12.0,117.4,10,18,123.0,7,Yes,Graduate
0,0.0,0,0.0,150.0,5,38,150.0,6,No,Dropout
4,10.5,5,11.8,131.3,8,21,132.0,8,Yes,Dropout
1,13.0,2,11.5,120.4,13,21,133.0,12,No,Dropout
3,12.0,2,11.5,113.6,10,26,122.0,11,Yes,Enrolled
6,14.616666666666667,6,14.616666666666667,125.0,7,19,137.0,7,Yes,Graduate
7,14.06,7,14.06,132.3,8,19,145.0,8,Yes,Enrolled
3,11.333333333333334,4,11.0,142.7,12,18,150.0,9,Yes,Dropout
0,0.0,0,0.0,130.0,0,25,130.0,0,Yes,Dropout
7,12.192307692307692,7,12.192307692307692,120.8,22,19,136.0,22,Yes,Graduate
6,12.333333333333334,6,12.833333333333334,130.3,7,18,131.0,6,Yes,Graduate
5,11.833333333333334,5,12.875,119.9,6,19,130.0,8,Yes,Graduate
6,12.5,6,12.166666666666666,110.5,6,22,108.0,6,Yes,Graduate
6,12.857142857142858,6,13.428571428571429,160.0,12,21,160.0,11,Yes,Graduate
6,14.666666666666666,6,14.5,118.6,8,21,113.0,6,Yes,Graduate
7,12.857142857142858,7,12.142857142857142,112.3,7,20,113.0,7,Yes,Graduate
3,11.714285714285714,4,11.25,124.4,10,19,137.0,6,Yes,Enrolled
6,13.9,6,13.9,125.0,7,18,148.0,7,Yes,Graduate
3,12.066666666666668,3,13.766666666666666,105.8,11,26,130.0,12,Yes,Dropout
11,12.545454545454543,13,11.615384615384617,121.5,14,31,133.1,17,Yes,Dropout
6,14.142857142857142,6,15.166666666666666,134.2,7,18,138.0,6,Yes,Graduate
0,0.0,0,0.0,130.0,5,35,130.0,5,Yes,Dropout
3,11.333333333333334,2,14.5,122.8,9,19,127.0,10,Yes,Enrolled
6,10.714285714285714,5,10.8,108.7,8,19,115.0,9,Yes,Graduate
8,14.955555555555556,7,13.995714285714287,136.7,9,18,147.0,7,Yes,Graduate
6,11.8,6,13.285714285714286,119.1,16,20,132.0,8,Yes,Graduate
11,13.25,12,12.75,151.3,16,19,146.0,12,Yes,Graduate
5,12.4,2,10.5,108.3,8,21,109.0,15,Yes,Enrolled
7,12.285714285714286,7,12.714285714285714,127.4,7,18,133.0,7,Yes,Graduate
8,12.88625,8,12.88625,124.0,8,23,124.0,8,Yes,Graduate
6,12.666666666666666,5,13.0,155.0,6,21,133.1,7,Yes,Graduate
5,11.2,5,12.2,114.0,6,19,121.0,7,Yes,Graduate
3,14.5,4,12.8,118.9,10,19,129.0,8,Yes,Enrolled
9,13.88888888888889,11,13.785714285714286,160.0,9,20,160.0,15,Yes,Graduate
4,13.25,0,0.0,126.1,9,18,131.0,5,Yes,Enrolled
8,14.50125,8,14.50125,136.5,8,18,150.0,8,Yes,Graduate
6,14.35,6,14.35,122.3,7,19,130.0,7,Yes,Graduate
6,12.333333333333334,6,11.5,128.0,6,21,133.1,6,Yes,Graduate
6,14.666666666666666,6,11.714285714285714,156.5,6,18,154.0,8,Yes,Graduate
5,13.6,6,13.571428571428571,125.7,10,20,126.0,9,Yes,Enrolled
6,13.666666666666666,5,13.0,143.0,6,18,150.0,6,Yes,Graduate
8,14.02625,7,13.56875,131.9,8,18,141.0,8,Yes,Graduate
4,11.25,5,10.2,113.7,9,32,134.0,5,Yes,Enrolled
0,0.0,0,0.0,155.1,0,18,146.0,0,Yes,Graduate
5,11.8,5,12.2,121.1,8,19,134.0,8,Yes,Enrolled
8,14.15375,8,14.15375,130.3,8,18,139.0,8,Yes,Graduate
0,0.0,0,0.0,123.3,8,18,136.0,8,No,Dropout
6,12.833333333333334,6,13.833333333333334,117.4,6,20,110.0,7,Yes,Graduate
4,14.0,6,13.428571428571429,140.3,6,19,135.0,7,Yes,Enrolled
7,12.454285714285716,7,12.454285714285716,120.0,8,19,129.0,8,Yes,Graduate
0,0.0,1,11.0,133.4,10,18,139.0,9,Yes,Enrolled
0,0.0,0,0.0,126.7,0,18,137.0,0,Yes,Dropout
7,12.94375,6,13.271666666666668,129.3,11,18,138.0,8,Yes,Graduate
6,14.775,6,13.548333333333334,125.7,11,20,136.0,8,Yes,Enrolled
6,12.5,6,12.166666666666666,144.8,6,19,143.0,6,Yes,Enrolled
0,0.0,2,11.0,98.6,12,21,133.1,16,Yes,Dropout
7,14.428571428571429,7,13.285714285714286,126.9,7,19,136.0,7,Yes,Graduate
6,14.0,6,13.333333333333334,146.7,7,20,139.0,6,Yes,Graduate
8,13.2575,8,13.2575,117.0,8,21,125.0,8,Yes,Graduate
0,0.0,0,0.0,130.0,7,23,130.0,7,Yes,Dropout
2,11.5,6,12.666666666666666,125.8,6,18,137.0,10,No,Dropout
5,15.4,5,14.6,160.0,5,30,130.0,5,Yes,Dropout
0,0.0,0,0.0,134.2,5,20,130.0,13,Yes,Dropout
0,0.0,3,12.333333333333334,96.0,8,29,160.0,7,No,Dropout
2,11.0,5,10.8,101.8,11,24,100.0,5,Yes,Enrolled
6,11.333333333333334,6,11.666666666666666,125.2,10,20,136.0,7,Yes,Graduate
6,14.333333333333334,4,12.5,100.0,6,27,117.0,6,Yes,Dropout
0,0.0,0,0.0,140.0,0,23,140.0,0,Yes,Dropout
6,14.166666666666666,6,15.333333333333334,120.0,6,23,132.0,6,Yes,Graduate
7,14.2,7,14.2,134.3,8,18,147.0,8,Yes,Graduate
6,14.666666666666666,6,14.833333333333334,144.7,6,19,158.0,6,Yes,Graduate
8,14.3875,7,13.642857142857142,131.9,8,19,142.0,7,Yes,Dropout
6,14.0,6,13.833333333333334,136.7,6,18,143.0,6,Yes,Dropout
6,13.0,6,11.833333333333334,129.8,7,19,135.0,6,Yes,Graduate
6,13.5,6,13.428571428571429,146.5,10,18,160.0,7,Yes,Graduate
9,10.333333333333334,8,10.5,122.5,19,29,120.0,16,Yes,Enrolled
8,11.9625,6,11.416666666666666,117.8,9,24,133.1,10,Yes,Graduate
2,11.0,2,12.75,106.0,12,19,133.1,16,Yes,Dropout
7,12.814285714285717,6,11.15,119.0,7,19,133.0,10,Yes,Enrolled
5,13.625,3,11.666666666666666,115.1,11,19,120.0,8,Yes,Enrolled
5,12.4,6,11.5,116.9,8,20,106.0,7,Yes,Graduate
6,12.666666666666666,6,13.833333333333334,141.7,6,18,148.0,6,Yes,Graduate
4,11.333333333333334,6,11.714285714285714,127.7,11,18,134.0,8,No,Dropout
7,13.0375,7,11.678571428571429,122.1,10,19,130.0,8,Yes,Graduate
6,14.666666666666666,6,15.714285714285714,153.5,6,19,150.0,7,Yes,Dropout
0,0.0,0,0.0,141.4,0,18,141.0,0,Yes,Graduate
6,13.0,6,13.0,135.8,7,19,140.0,6,Yes,Graduate
8,14.58888888888889,7,14.485714285714286,127.5,9,18,138.0,7,Yes,Graduate
5,12.125,5,12.285714285714286,151.6,8,24,130.0,9,Yes,Enrolled
5,13.5,4,13.375,121.4,7,28,133.1,12,Yes,Enrolled
7,11.571428571428571,7,11.571428571428571,100.0,8,20,133.0,8,Yes,Graduate
7,12.657142857142857,7,12.657142857142857,131.5,8,19,150.0,8,Yes,Graduate
1,10.0,2,10.0,109.3,11,22,117.0,9,No,Dropout
6,13.166666666666666,6,13.714285714285714,127.9,6,19,145.0,7,Yes,Graduate
11,13.0,13,13.071428571428571,140.0,16,36,140.0,21,Yes,Graduate
6,14.0,6,15.333333333333334,160.0,9,19,160.0,7,Yes,Graduate
6,12.142857142857142,5,11.571428571428571,119.8,8,18,125.0,9,Yes,Graduate
0,0.0,0,0.0,153.0,5,40,133.1,10,No,Dropout
6,12.9,6,12.9,125.0,7,19,139.0,7,Yes,Graduate
5,13.126,5,13.126,103.7,12,38,130.0,12,Yes,Enrolled
3,11.666666666666666,4,11.5,120.0,13,32,120.0,20,Yes,Dropout
5,11.8,3,10.333333333333334,146.0,10,19,160.0,11,Yes,Enrolled
6,13.428571428571429,6,13.5,116.9,7,19,120.0,6,Yes,Graduate
0,0.0,0,0.0,117.9,0,35,130.0,1,Yes,Dropout
2,11.5,4,12.0,128.6,4,20,124.0,5,Yes,Enrolled
8,11.375,7,11.142857142857142,135.0,11,29,150.0,10,Yes,Graduate
4,10.25,5,11.4,124.6,10,29,140.0,11,Yes,Enrolled
7,12.771428571428572,7,12.771428571428572,124.0,8,19,135.0,8,Yes,Enrolled
7,13.79857142857143,7,13.79857142857143,129.5,8,18,143.0,8,Yes,Graduate
6,13.5,6,13.333333333333334,111.3,6,25,100.0,7,No,Graduate
0,0.0,0,0.0,95.0,6,50,133.1,11,No,Dropout
13,12.846153846153848,14,11.357142857142858,131.8,15,24,133.1,17,Yes,Dropout
0,0.0,0,0.0,119.1,8,18,132.0,11,Yes,Dropout
5,14.428571428571429,6,15.692307692307692,125.4,13,20,131.0,13,Yes,Graduate
13,14.538461538461538,18,15.052631578947368,140.7,13,20,147.0,19,Yes,Graduate
5,12.4,6,11.5,131.9,17,21,141.0,20,Yes,Dropout
1,10.0,7,11.0,124.0,17,28,160.0,15,Yes,Enrolled
6,13.166666666666666,6,13.0,139.2,6,19,135.0,6,Yes,Graduate
8,12.93875,8,12.93875,121.8,8,18,133.0,8,Yes,Graduate
0,0.0,0,0.0,132.9,0,22,142.0,0,Yes,Graduate
0,0.0,0,0.0,130.0,8,25,130.0,6,Yes,Dropout
5,12.88,5,13.0,130.1,9,37,133.1,10,No,Dropout
4,11.8125,5,12.18,124.5,11,38,133.1,11,No,Dropout
5,11.4,3,11.333333333333334,162.3,12,36,130.0,13,Yes,Dropout
7,13.0,7,13.0,137.8,8,18,149.0,8,Yes,Graduate
0,0.0,0,0.0,119.5,0,19,130.0,5,No,Dropout
3,12.333333333333334,2,12.5,110.0,8,24,150.0,13,Yes,Dropout
5,12.166666666666666,5,11.0,105.0,9,20,106.0,9,Yes,Graduate
0,0.0,0,0.0,142.8,0,21,162.0,0,Yes,Dropout
0,0.0,0,0.0,128.2,5,32,120.0,5,Yes,Dropout
1,10.0,0,0.0,120.0,5,39,133.1,9,Yes,Dropout
0,0.0,0,0.0,130.0,5,33,130.0,6,No,Dropout
4,10.75,5,12.4,121.7,5,20,128.0,5,Yes,Graduate
6,14.1,6,15.5,116.0,10,19,124.0,8,Yes,Graduate
3,10.8,2,11.5,133.2,12,43,133.1,13,No,Dropout
4,11.6,4,13.333333333333334,116.7,9,49,114.0,7,Yes,Dropout
6,13.5,6,12.666666666666666,126.4,6,18,140.0,8,Yes,Graduate
0,0.0,0,0.0,140.0,6,27,160.0,6,Yes,Enrolled
5,13.6,5,12.6,120.3,9,19,122.0,8,Yes,Dropout
0,0.0,6,13.5,118.0,6,45,140.0,6,Yes,Dropout
6,13.0,6,13.0,149.5,8,19,160.0,6,No,Graduate
4,11.75,6,11.714285714285714,130.0,8,21,130.0,15,Yes,Graduate
5,13.0,6,12.166666666666666,126.3,7,18,141.0,8,Yes,Graduate
0,0.0,0,0.0,116.2,13,18,127.0,10,Yes,Dropout
0,0.0,0,0.0,126.0,6,29,126.0,12,No,Dropout
5,11.6,5,11.5,122.3,5,19,131.0,6,Yes,Graduate
4,12.25,4,11.25,119.5,6,18,130.0,7,Yes,Enrolled
8,12.375,7,12.285714285714286,131.8,10,22,130.0,7,Yes,Graduate
8,12.805555555555555,7,12.718571428571428,130.7,11,18,140.0,7,Yes,Dropout
2,15.0,5,12.4,140.0,11,20,140.0,12,Yes,Enrolled
0,0.0,0,0.0,129.5,0,20,140.0,0,Yes,Dropout
0,0.0,1,14.0,130.0,7,29,133.1,16,Yes,Dropout
4,11.25,3,11.666666666666666,114.0,8,29,120.0,10,Yes,Dropout
4,11.25,1,13.0,121.0,8,23,121.0,15,Yes,Enrolled
0,0.0,0,0.0,116.4,0,19,123.0,0,Yes,Dropout
1,12.0,0,0.0,121.7,11,18,136.0,10,Yes,Dropout
2,12.5,4,11.5,130.0,12,22,136.0,13,Yes,Dropout
6,11.5,7,11.714285714285714,120.0,10,34,120.0,10,Yes,Dropout
5,13.714285714285714,5,12.6,125.0,7,26,160.0,7,Yes,Graduate
12,11.25,13,11.642857142857142,134.1,25,24,125.0,19,Yes,Dropout
6,13.428571428571429,6,14.875,149.5,8,17,146.0,8,Yes,Graduate
3,10.333333333333334,2,10.0,113.2,10,21,117.0,11,Yes,Enrolled
5,14.6,5,14.2,146.0,5,34,150.0,5,Yes,Enrolled
6,13.5,6,12.714285714285714,140.0,9,19,140.0,8,Yes,Graduate
5,11.2,5,11.6,162.4,7,49,111.0,16,No,Dropout
6,12.2,5,11.94,136.6,14,23,120.0,14,Yes,Dropout
3,14.2,4,11.6,111.0,9,18,111.0,10,Yes,Dropout
7,13.475,5,12.7,115.7,9,20,118.0,9,Yes,Enrolled
5,13.8,6,13.333333333333334,105.7,9,19,106.0,6,Yes,Graduate
9,13.11111111111111,8,13.333333333333334,128.2,12,24,120.0,13,Yes,Enrolled
5,15.0,5,13.4,137.0,5,18,151.0,5,Yes,Graduate
0,0.0,0,0.0,120.0,12,45,133.1,12,No,Dropout
0,0.0,2,11.0,120.5,5,30,120.0,5,Yes,Dropout
9,11.333333333333334,13,12.0,118.1,13,28,120.0,17,Yes,Dropout
0,0.0,0,0.0,139.0,0,40,110.0,0,Yes,Dropout
0,0.0,0,0.0,116.3,9,32,133.1,5,No,Dropout
4,10.25,4,12.5,120.5,12,19,118.0,12,Yes,Dropout
6,12.166666666666666,6,13.666666666666666,134.9,7,20,139.0,7,Yes,Graduate
0,0.0,1,10.0,123.0,7,18,130.0,10,Yes,Dropout
2,13.0,6,11.5,122.9,9,20,132.0,6,No,Dropout
4,12.75,4,12.25,140.0,7,39,100.0,7,Yes,Enrolled
5,13.666666666666666,5,13.6,122.5,11,19,120.0,11,No,Enrolled
3,11.333333333333334,2,10.5,121.5,9,38,133.1,11,Yes,Enrolled
6,13.266666666666666,6,13.266666666666666,132.3,7,18,156.0,7,Yes,Graduate
8,14.1875,7,12.5125,131.5,8,18,143.0,8,Yes,Graduate
0,0.0,0,0.0,128.2,5,28,133.1,9,Yes,Dropout
0,0.0,0,0.0,148.0,6,31,140.0,14,No,Dropout
6,13.483333333333334,6,13.483333333333334,121.5,7,23,127.0,7,Yes,Graduate
5,12.16,6,12.565,135.4,12,21,135.0,9,Yes,Enrolled
0,0.0,0,0.0,139.0,6,33,133.1,8,No,Dropout
3,11.666666666666666,3,13.0,113.4,9,22,120.0,9,Yes,Dropout
5,17.714285714285715,5,16.5,150.0,7,20,150.0,6,Yes,Dropout
5,13.2,6,13.166666666666666,122.0,9,19,123.0,7,Yes,Enrolled
6,13.142857142857142,6,13.8,150.0,7,20,150.0,11,Yes,Graduate
4,11.8,6,11.166666666666666,119.3,11,25,133.1,7,Yes,Enrolled
0,0.0,0,0.0,140.0,0,25,130.0,0,No,Dropout
6,12.142857142857142,6,12.666666666666666,125.0,8,19,140.0,7,Yes,Enrolled
4,14.5,5,12.6,140.7,6,20,141.0,5,Yes,Graduate
0,0.0,5,13.06,100.0,9,33,133.1,7,Yes,Enrolled
6,13.625,6,13.833333333333334,146.7,8,19,146.0,7,Yes,Graduate
0,0.0,0,0.0,96.0,5,31,133.1,5,Yes,Dropout
2,16.0,2,16.0,160.0,7,24,160.0,6,No,Dropout
0,0.0,0,0.0,130.0,5,23,130.0,5,No,Dropout
3,10.666666666666666,3,10.666666666666666,130.0,11,26,160.0,12,No,Dropout
18,14.5,18,14.5,140.0,18,38,140.0,18,Yes,Graduate
5,13.8,5,14.0,116.6,7,20,126.0,6,Yes,Graduate
5,13.571428571428571,3,13.333333333333334,120.5,11,20,118.0,10,Yes,Graduate
0,0.0,0,0.0,103.0,0,25,133.1,0,Yes,Dropout
4,11.2,5,12.0,111.9,10,19,121.0,9,Yes,Graduate
5,16.0,5,16.2,148.7,8,18,148.0,6,Yes,Graduate
5,10.6,7,10.285714285714286,120.0,13,28,133.1,13,Yes,Dropout
0,0.0,0,0.0,125.7,5,18,140.0,5,Yes,Enrolled
6,13.166666666666666,6,13.571428571428571,120.1,8,20,132.0,7,Yes,Graduate
6,14.857142857142858,6,14.285714285714286,127.8,9,18,140.0,7,Yes,Graduate
4,10.5,5,10.2,106.4,6,19,112.0,7,Yes,Graduate
2,10.25,2,10.25,100.0,16,24,100.0,16,Yes,Dropout
0,0.0,0,0.0,123.9,0,21,126.0,0,Yes,Dropout
6,14.833333333333334,6,14.833333333333334,139.5,6,20,150.0,7,Yes,Graduate
5,12.6,5,13.625,150.0,6,21,150.0,12,Yes,Graduate
7,13.657142857142857,7,12.271428571428572,139.8,10,24,144.0,7,Yes,Graduate
0,0.0,0,0.0,154.4,0,27,133.1,0,Yes,Dropout
5,10.5,4,12.5,115.5,9,19,120.0,8,No,Enrolled
7,13.142857142857142,9,13.22222222222222,119.0,8,39,133.1,10,Yes,Graduate
2,11.5,2,15.0,96.1,12,25,133.1,13,Yes,Dropout
0,0.0,0,0.0,130.0,0,18,130.0,0,No,Dropout
12,13.0,12,13.166666666666666,128.8,12,19,133.0,12,Yes,Graduate
4,14.0,5,13.833333333333334,126.8,6,21,124.0,8,Yes,Graduate
0,0.0,0,0.0,130.0,0,27,130.0,0,Yes,Dropout
0,0.0,0,0.0,116.7,6,19,124.0,6,Yes,Enrolled
7,13.154285714285717,7,13.154285714285717,125.5,8,18,132.0,8,Yes,Enrolled
6,13.166666666666666,9,12.333333333333334,110.0,11,27,110.0,12,Yes,Dropout
5,11.8,6,13.0,133.7,7,18,127.0,6,Yes,Dropout
5,11.4,2,11.5,117.6,8,19,130.0,14,Yes,Enrolled
1,12.0,3,13.25,140.0,9,19,140.0,15,Yes,Dropout
3,12.75,3,13.333333333333334,150.0,12,22,150.0,12,Yes,Enrolled
6,12.166666666666666,6,13.5,133.7,6,18,133.0,6,Yes,Graduate
5,12.8,6,12.666666666666666,137.0,8,18,109.0,7,Yes,Graduate
6,14.5,11,15.090909090909092,128.2,7,23,133.1,18,Yes,Dropout
0,0.0,0,0.0,129.2,0,20,133.0,0,No,Dropout
6,12.666666666666666,6,13.166666666666666,129.5,7,18,134.0,7,Yes,Graduate
6,12.833333333333334,6,12.833333333333334,129.6,8,18,125.0,6,Yes,Graduate
3,12.0,5,11.8,121.7,9,18,135.0,7,Yes,Enrolled
6,12.166666666666666,6,11.833333333333334,141.8,6,20,132.0,6,Yes,Graduate
3,12.75,5,12.8,129.8,11,20,135.0,6,Yes,Graduate
5,11.0,5,11.8,106.0,9,21,100.0,7,Yes,Dropout
0,0.0,0,0.0,121.6,0,22,144.0,0,Yes,Enrolled
5,14.571428571428571,5,15.8,121.5,7,20,125.0,7,Yes,Dropout
0,0.0,0,0.0,117.0,0,19,133.1,0,Yes,Enrolled
3,11.6,2,12.5,130.0,10,19,130.0,9,Yes,Enrolled
6,13.857142857142858,6,14.666666666666666,117.7,7,20,117.0,9,Yes,Graduate
2,12.0,4,12.5,140.0,16,19,140.0,10,Yes,Dropout
2,10.5,3,12.0,133.1,10,19,132.0,7,Yes,Dropout
6,11.833333333333334,7,13.142857142857142,100.0,8,24,133.1,8,Yes,Enrolled
4,11.142857142857142,3,12.666666666666666,119.1,11,18,132.0,6,Yes,Dropout
5,14.2,5,15.0,129.8,6,18,148.0,6,No,Enrolled
5,11.8,5,13.6,131.3,7,18,133.0,7,Yes,Dropout
6,13.833333333333334,6,12.5,136.7,6,18,143.0,6,Yes,Graduate
6,13.5,6,13.333333333333334,126.2,7,21,143.0,7,Yes,Graduate
5,11.0,4,12.25,109.6,15,18,133.1,13,Yes,Dropout
8,16.09375,7,15.101428571428572,131.9,8,18,141.0,7,Yes,Graduate
6,16.0,6,13.166666666666666,140.7,6,18,140.0,6,Yes,Graduate
0,0.0,4,11.0,120.7,6,23,134.0,8,Yes,Dropout
4,11.75,3,11.666666666666666,113.8,9,21,118.0,9,Yes,Graduate
1,13.0,1,10.0,121.0,13,20,135.0,13,Yes,Enrolled
2,11.0,7,11.571428571428571,112.4,14,26,119.0,15,Yes,Dropout
5,11.2,6,12.166666666666666,131.0,10,18,145.0,6,Yes,Enrolled
0,0.0,0,0.0,142.7,0,18,143.0,0,Yes,Dropout
6,14.285714285714286,6,13.833333333333334,125.5,7,19,123.0,6,No,Graduate
7,13.0,6,12.357142857142858,107.8,9,20,108.0,10,Yes,Graduate
2,10.333333333333334,6,12.166666666666666,110.4,10,19,117.0,7,No,Dropout
2,12.5,3,12.0,136.1,6,21,140.0,8,Yes,Enrolled
7,13.0,9,12.416666666666666,138.3,14,33,170.0,14,Yes,Graduate
4,12.75,4,12.75,142.3,6,18,157.0,7,Yes,Graduate
18,14.933333333333334,18,14.933333333333334,145.0,33,21,141.0,33,Yes,Graduate
6,11.666666666666666,6,13.0,125.7,7,19,125.0,6,Yes,Graduate
6,12.666666666666666,7,12.857142857142858,108.0,8,33,133.1,7,No,Enrolled
8,13.91,7,14.455000000000002,128.7,8,18,143.0,10,Yes,Graduate
6,13.285714285714286,6,14.0,128.0,7,18,142.0,8,Yes,Graduate
6,12.666666666666666,6,13.5,146.5,7,20,150.0,6,Yes,Graduate
0,0.0,0,0.0,106.1,0,20,112.0,0,No,Dropout
5,14.0,6,11.666666666666666,118.0,12,20,133.1,6,Yes,Graduate
5,13.333333333333334,4,12.0,117.0,8,19,125.0,6,Yes,Graduate
6,11.833333333333334,6,11.714285714285714,115.4,6,19,121.0,7,Yes,Graduate
6,12.428571428571429,6,12.666666666666666,117.0,7,21,133.1,8,Yes,Graduate
4,12.8,3,11.75,144.9,19,26,133.1,11,Yes,Enrolled
0,0.0,0,0.0,127.0,0,21,135.0,0,Yes,Dropout
7,12.328571428571427,7,12.328571428571427,118.0,8,18,132.0,8,Yes,Graduate
1,10.0,6,11.666666666666666,118.0,10,27,133.1,14,Yes,Dropout
11,12.727272727272728,12,13.25,126.4,12,20,135.0,12,Yes,Graduate
4,13.25,5,11.833333333333334,110.0,8,21,110.0,8,Yes,Enrolled
8,15.125,7,13.3,124.4,8,18,133.0,7,Yes,Graduate
5,11.8,6,12.555555555555555,140.0,11,20,140.0,13,Yes,Enrolled
6,12.166666666666666,6,12.833333333333334,129.4,7,18,135.0,6,Yes,Graduate
6,12.833333333333334,6,12.833333333333334,141.7,6,20,140.0,6,Yes,Graduate
3,13.0,3,12.666666666666666,132.1,7,19,144.0,10,Yes,Graduate
7,14.471428571428572,6,13.271428571428572,116.8,8,20,122.0,8,Yes,Graduate
5,12.833333333333334,5,12.4,135.0,6,20,143.0,5,Yes,Graduate
4,11.25,2,14.5,150.0,7,20,150.0,10,Yes,Enrolled
0,0.0,0,0.0,116.0,5,19,124.0,7,Yes,Dropout
6,13.25,6,14.285714285714286,155.0,8,18,156.0,7,Yes,Graduate
5,12.6,3,12.333333333333334,127.0,9,18,142.0,7,Yes,Graduate
7,12.671428571428573,6,12.583333333333334,130.8,8,19,142.0,10,Yes,Graduate
7,13.771428571428572,6,13.731666666666667,121.8,10,19,126.0,8,Yes,Dropout
5,12.142857142857142,6,12.875,140.0,14,43,133.1,8,Yes,Enrolled
5,13.4,8,14.625,148.5,7,47,170.0,14,Yes,Dropout
0,0.0,0,0.0,109.8,2,23,130.0,3,No,Dropout
6,12.666666666666666,6,12.666666666666666,119.7,7,19,133.0,8,Yes,Graduate
6,12.491666666666667,6,12.491666666666667,122.0,11,20,122.0,11,Yes,Graduate
11,14.166666666666666,12,13.666666666666666,147.5,12,19,138.0,12,Yes,Graduate
6,14.5,6,16.0,150.8,8,19,163.0,13,Yes,Graduate
6,13.0,6,14.142857142857142,150.0,7,19,150.0,8,Yes,Graduate
4,13.75,6,11.833333333333334,131.5,9,39,133.1,9,Yes,Graduate
6,13.0,6,12.666666666666666,127.2,8,20,144.0,6,Yes,Graduate
6,12.666666666666666,6,12.5,111.0,6,21,118.0,6,Yes,Graduate
4,11.25,9,10.88888888888889,119.9,20,22,101.0,16,No,Graduate
0,0.0,1,13.0,133.7,10,19,133.0,11,Yes,Dropout
6,16.0,6,15.166666666666666,140.0,6,22,133.1,6,Yes,Graduate
6,12.0,6,12.666666666666666,113.9,7,19,124.0,8,Yes,Graduate
0,0.0,0,0.0,120.7,0,18,127.0,0,Yes,Dropout
5,10.2,5,12.0,119.8,5,26,133.1,9,Yes,Enrolled
0,0.0,0,0.0,121.8,5,36,110.0,5,No,Dropout
0,0.0,0,0.0,117.7,0,20,110.0,0,Yes,Graduate
4,11.5,2,11.0,110.0,6,30,160.0,8,Yes,Dropout
6,15.9,6,15.714285714285714,134.4,10,24,120.0,7,Yes,Dropout
11,11.636363636363637,11,10.818181818181818,125.3,15,26,133.1,15,Yes,Dropout
0,0.0,1,12.0,119.1,6,19,132.0,16,No,Dropout
4,11.25,5,12.6,146.0,11,34,130.0,8,Yes,Graduate
3,14.0,1,13.0,130.0,7,33,130.0,12,Yes,Enrolled
4,10.75,5,11.6,122.0,10,19,129.0,8,Yes,Graduate
1,11.0,1,10.0,118.1,14,26,130.0,11,No,Dropout
0,0.0,1,14.0,105.2,6,29,140.0,7,Yes,Dropout
2,12.5,5,12.6,123.3,8,19,131.0,9,Yes,Dropout
0,0.0,0,0.0,124.8,0,18,129.0,0,Yes,Dropout
1,12.0,2,11.333333333333334,149.4,9,29,133.1,11,No,Dropout
5,11.4,6,12.666666666666666,108.5,7,21,112.0,6,Yes,Graduate
2,10.5,5,10.8,125.0,10,19,119.0,7,Yes,Enrolled
7,11.85625,5,12.87857142857143,101.0,15,20,133.1,14,Yes,Graduate
0,0.0,0,0.0,112.9,5,18,123.0,5,Yes,Dropout
5,11.4,6,12.833333333333334,120.2,8,18,131.0,6,Yes,Enrolled
3,12.833333333333334,5,12.6,111.6,9,21,120.0,5,Yes,Enrolled
0,0.0,0,0.0,134.1,0,20,125.0,0,Yes,Dropout
0,0.0,0,0.0,101.6,5,30,133.1,11,Yes,Dropout
6,14.0,6,14.166666666666666,111.9,6,19,121.0,6,Yes,Graduate
4,13.25,5,13.4,118.4,7,30,148.0,7,Yes,Dropout
4,11.25,5,11.2,127.1,13,22,139.0,8,Yes,Graduate
